chrom,start,end,build_region_index,peak_k562:ctcf
chr8,29496000,29497000,1886650,False
chr7,30936000,30937000,1770181,False
chr8,74773000,74774000,1918696,False
chr18,54919000,54920000,854074,False
chr9,112532000,112533000,2037116,False
chr7,28137000,28138000,1767689,True
chr10,100294000,100295000,260183,False
chr5,41346000,41347000,1513435,False
chr6,153176000,153177000,1731014,False
chr13,104337000,104338000,551690,False
chr2,74156000,74157000,977200,False
chr12,7322000,7323000,391583,False
chr9,102113000,102114000,2029186,False
chr11,72808000,72809000,337824,False
chrX,154398000,154399000,2134580,True
chr6,8806000,8807000,1623533,False
chr14,104145000,104146000,624542,False
chr1,180741000,180742000,127547,False
chr4,40467000,40468000,1382317,False
chr12,117997000,117998000,476402,False
chr7,27477000,27478000,1767089,False
chr16,70028000,70029000,734078,False
chr5,56340000,56341000,1521238,False
chr4,53166000,53167000,1388993,False
chr16,54965000,54966000,723200,False
chr7,34659000,34660000,1773088,False
chr10,50160000,50161000,221344,False
chr2,113758000,113759000,1001529,False
chr5,6590000,6591000,1487554,False
chr12,74260000,74261000,441566,False
chr10,29047000,29048000,207915,False
chr9,99852000,99853000,2027560,False
chr6,168500000,168501000,1743438,False
chr20,1226000,1227000,1099590,True
chr9,80985000,80986000,2011681,False
chr1,228498000,228499000,166880,False
chr4,74190000,74191000,1402019,False
chr2,68152000,68153000,972009,False
chr3,180493000,180494000,1339022,False
chr1,148944000,148945000,101263,False
chr1,75721000,75722000,63627,False
chr3,108939000,108940000,1283339,False
chr7,2494000,2495000,1747597,False
chr7,121652000,121653000,1834941,False
chr5,26840000,26841000,1502032,False
chr5,76895000,76896000,1536497,False
chr2,65776000,65777000,970209,False
chr17,3897000,3898000,754283,False
chr20,44869000,44870000,1132162,False
chr10,115706000,115707000,272138,True
chr20,43723000,43724000,1131103,False
chr19,6292000,6293000,877977,False
chr18,6370000,6371000,822356,False
chr6,75363000,75364000,1673641,False
chr10,43501000,43502000,216623,False
chr6,109822000,109823000,1696896,False
chr6,75155000,75156000,1673466,False
chr5,97361000,97362000,1551937,False
chr22,25893000,25894000,1183574,False
chr6,75521000,75522000,1673772,False
chr19,55833000,55834000,916092,False
chr9,97431000,97432000,2025415,False
chr2,232347000,232348000,1089909,False
chr1,165970000,165971000,115303,False
chr3,82737000,82738000,1268641,False
chr4,157127000,157128000,1460077,False
chr2,72565000,72566000,975851,False
chr16,79502000,79503000,741639,False
chr12,47785000,47786000,420234,False
chr18,3028000,3029000,819986,False
chr4,39338000,39339000,1381308,False
chr5,146207000,146208000,1588536,False
chr3,195915000,195916000,1351955,True
chr16,30341000,30342000,714163,False
chr11,90995000,90996000,351320,False
chr13,78634000,78635000,533121,False
chr4,1945000,1946000,1355612,False
chr5,28811000,28812000,1503366,False
chr11,736000,737000,287754,False
chr14,29508000,29509000,566562,False
chr16,29432000,29433000,713531,False
chr5,132089000,132090000,1576617,False
chr7,105234000,105235000,1822425,False
chr2,65751000,65752000,970189,False
chr1,75750000,75751000,63654,False
chr7,137025000,137026000,1847326,False
chr3,53163000,53164000,1246739,False
chr15,92268000,92269000,682812,False
chr12,3283000,3284000,388118,False
chr12,104236000,104237000,464242,False
chr2,106332000,106333000,996319,False
chr20,24997000,24998000,1118578,False
chr4,75386000,75387000,1402886,False
chr5,16278000,16279000,1495094,False
chr21,14789000,14790000,1151068,False
chr10,38095000,38096000,215370,False
chr4,162635000,162636000,1463468,False
chr2,89665000,89666000,986922,False
chr20,12243000,12244000,1108530,False
chr4,176919000,176920000,1472841,False
chr4,162311000,162312000,1463296,False
chr10,88194000,88195000,250104,False
chr4,88200000,88201000,1412839,False
chr18,6416000,6417000,822392,False
chr7,18889000,18890000,1759947,False
chr20,61521000,61522000,1146782,False
chr1,60015000,60016000,51534,False
chr1,181968000,181969000,128572,False
chr18,28081000,28082000,835244,False
chr11,21341000,21342000,304195,False
chr20,8412000,8413000,1105468,False
chr8,63036000,63037000,1909705,False
chr1,188019000,188020000,133710,False
chr9,94774000,94775000,2023111,False
chr1,64149000,64150000,55066,False
chr12,25905000,25906000,405770,False
chr12,4006000,4007000,388740,False
chr16,24756000,24757000,710059,False
chr2,15096000,15097000,929941,False
chr7,116364000,116365000,1831006,False
chr11,31819000,31820000,310642,False
chr1,229358000,229359000,167612,False
chr15,22604000,22605000,627493,False
chr7,96532000,96533000,1815255,False
chr10,57113000,57114000,225668,False
chr10,50851000,50852000,221879,False
chr7,37900000,37901000,1775764,False
chr8,67859000,67860000,1913319,False
chr3,173256000,173257000,1333362,False
chr15,29860000,29861000,631978,False
chr4,177198000,177199000,1473027,False
chr4,24629000,24630000,1371959,False
chr14,45394000,45395000,577993,False
chr12,118037000,118038000,476437,False
chr13,50619000,50620000,514679,False
chr14,75854000,75855000,602379,False
chr11,93464000,93465000,353003,False
chr12,109568000,109569000,468924,False
chr4,90071000,90072000,1414316,False
chr21,29443000,29444000,1160748,False
chr3,128925000,128926000,1298920,False
chr2,222772000,222773000,1082317,False
chr1,171982000,171983000,120260,False
chr1,234313000,234314000,172084,False
chr3,173225000,173226000,1333345,False
chr7,64536000,64537000,1791275,False
chr1,86936000,86937000,72247,False
chr18,62532000,62533000,860131,False
chr2,56052000,56053000,962521,False
chr15,57908000,57909000,653214,False
chr20,55134000,55135000,1141466,False
chr2,171622000,171623000,1042774,False
chr4,8273000,8274000,1361118,False
chr3,17915000,17916000,1219219,False
chr18,21226000,21227000,829645,False
chr9,120947000,120948000,2043531,False
chr7,34386000,34387000,1772914,False
chr11,106452000,106453000,362160,False
chr18,33518000,33519000,838929,False
chr9,31597000,31598000,1993977,False
chr18,49899000,49900000,850748,False
chr19,31125000,31126000,895223,False
chr6,42454000,42455000,1652559,False
chr1,96923000,96924000,80496,False
chr20,3439000,3440000,1101523,False
chrX,13272000,13273000,2067382,False
chr3,178000,179000,1205459,False
chr1,148371000,148372000,101079,True
chr4,30859000,30860000,1376061,False
chr1,206690000,206691000,148435,False
chr22,31582000,31583000,1188614,False
chr10,1354000,1355000,185172,False
chr12,14205000,14206000,397107,False
chr7,8922000,8923000,1752930,False
chr20,36425000,36426000,1125051,False
chr12,54142000,54143000,426004,False
chr2,11007000,11008000,926963,False
chr8,112170000,112171000,1946586,False
chr3,23775000,23776000,1223151,False
chr10,73402000,73403000,238517,False
chr4,124025000,124026000,1437180,False
chr13,35284000,35285000,502415,False
chr13,50675000,50676000,514727,False
chr19,22299000,22300000,891244,False
chr11,108867000,108868000,364037,False
chr18,77760000,77761000,870303,False
chr15,38879000,38880000,638192,False
chr2,217246000,217247000,1077734,False
chr6,57216000,57217000,1664154,True
chr18,73040000,73041000,866678,False
chr2,4935000,4936000,921953,False
chr7,69530000,69531000,1795114,False
chr20,62536000,62537000,1147724,False
chr8,83198000,83199000,1924629,False
chr12,31568000,31569000,410480,False
chr2,28741000,28742000,941062,False
chr9,130750000,130751000,2052429,False
chr2,100595000,100596000,991875,True
chr6,18053000,18054000,1631800,True
chr12,117729000,117730000,476178,False
chr8,83183000,83184000,1924619,False
chr1,97349000,97350000,80806,False
chr4,64510000,64511000,1395917,False
chr3,44647000,44648000,1239350,False
chr2,172303000,172304000,1043389,False
chr18,35548000,35549000,840424,False
chr7,138048000,138049000,1848136,False
chr5,115117000,115118000,1564022,False
chr13,43805000,43806000,509020,False
chr2,99888000,99889000,991282,False
chr5,10900000,10901000,1490964,False
chr7,6486000,6487000,1751057,False
chr2,235469000,235470000,1092663,False
chr10,92791000,92792000,253899,False
chr11,118900000,118901000,372288,False
chr8,135642000,135643000,1965401,False
chr14,93394000,93395000,615285,False
chr2,49769000,49770000,958117,False
chr2,227978000,227979000,1086513,False
chr2,238194000,238195000,1095084,False
chr16,59394000,59395000,726962,False
chr4,123508000,123509000,1436781,False
chr21,46454000,46455000,1175228,False
chr3,126932000,126933000,1297115,False
chr15,41847000,41848000,640813,False
chr3,24474000,24475000,1223775,False
chr12,57255000,57256000,428555,False
chr8,47929000,47930000,1898435,False
chr20,29073000,29074000,1119584,False
chr5,175383000,175384000,1610839,False
chr8,92025000,92026000,1930511,False
chr5,25224000,25225000,1501086,False
chr5,146691000,146692000,1588940,False
chr13,59546000,59547000,519907,False
chr4,77931000,77932000,1405016,False
chr15,42621000,42622000,641508,False
chr5,88014000,88015000,1544879,False
chrX,153600000,153601000,2133999,False
chr5,146648000,146649000,1588908,False
chr10,96197000,96198000,256697,False
chr1,109445000,109446000,88993,False
chr11,1569000,1570000,288508,False
chr14,56413000,56414000,586091,False
chr2,147118000,147119000,1024456,False
chr6,69900000,69901000,1669684,False
chr9,28290000,28291000,1992328,False
chr10,92431000,92432000,253565,False
chr2,123208000,123209000,1008013,False
chr12,83467000,83468000,448403,False
chr5,143311000,143312000,1586444,False
chr6,128350000,128351000,1710469,False
chr10,72127000,72128000,237365,False
chr10,49001000,49002000,220455,True
chr5,127839000,127840000,1573616,False
chr3,128243000,128244000,1298286,False
chr10,130729000,130730000,284755,False
chr5,117230000,117231000,1565735,False
chr4,71695000,71696000,1400255,False
chr21,32397000,32398000,1163031,False
chr1,205103000,205104000,147050,False
chr8,40397000,40398000,1894528,False
chr22,21368000,21369000,1179702,False
chr13,25730000,25731000,494543,False
chr13,59496000,59497000,519865,False
chr10,23360000,23361000,203317,False
chr9,76773000,76774000,2008447,False
chr6,87026000,87027000,1681314,False
chr3,26986000,26987000,1225399,False
chr8,122806000,122807000,1954506,False
chr19,2640000,2641000,874623,False
chr22,29773000,29774000,1186990,False
chr4,174985000,174986000,1471540,False
chr2,125353000,125354000,1009161,False
chr4,157898000,157899000,1460505,False
chr10,109978000,109979000,267424,True
chr1,243605000,243606000,179751,False
chr2,190053000,190054000,1056983,False
chr1,37591000,37592000,32301,False
chr11,100498000,100499000,357830,False
chr3,19270000,19271000,1220179,False
chr4,183760000,183761000,1477309,False
chr5,16788000,16789000,1495528,False
chr1,28901000,28902000,24701,False
chr1,17149000,17150000,13980,False
chr14,78964000,78965000,604901,False
chr5,141782000,141783000,1585018,False
chr14,35217000,35218000,571339,False
chr2,157529000,157530000,1031920,False
chr15,68732000,68733000,662857,False
chr6,95589000,95590000,1686984,False
chr6,161295000,161296000,1737783,False
chr22,26915000,26916000,1184445,False
chr1,70461000,70462000,60256,False
chr8,102717000,102718000,1939690,False
chr6,107616000,107617000,1694948,False
chr8,129535000,129536000,1960417,True
chr1,81212000,81213000,67797,False
chr9,13612000,13613000,1982108,False
chr17,72807000,72808000,808076,False
chr2,1797000,1798000,919654,False
chrX,128722000,128723000,2121483,False
chr3,147078000,147079000,1313255,False
chr4,43503000,43504000,1384641,False
chr12,12141000,12142000,395340,False
chr19,22828000,22829000,891477,False
chr8,34854000,34855000,1890438,False
chr11,115357000,115358000,369241,False
chr1,240975000,240976000,177695,False
chr7,1211000,1212000,1746389,False
chr1,198114000,198115000,140748,False
chr1,51969000,51970000,44509,False
chr1,24206000,24207000,20402,False
chr8,56963000,56964000,1905131,False
chr6,40277000,40278000,1650609,False
chr17,18899000,18900000,766580,False
chr12,89040000,89041000,451997,False
chr2,163288000,163289000,1036360,False
chr9,116371000,116372000,2040387,False
chr14,79875000,79876000,605521,False
chr3,179223000,179224000,1337992,False
chr10,29227000,29228000,208076,False
chr3,63060000,63061000,1254782,False
chr17,30722000,30723000,772577,False
chrX,65392000,65393000,2092853,False
chr2,240358000,240359000,1096970,False
chr1,217603000,217604000,157498,False
chr13,91345000,91346000,541491,False
chr4,168044000,168045000,1466745,False
chr2,3095000,3096000,920627,True
chrX,118306000,118307000,2116382,False
chr11,125951000,125952000,378079,False
chr2,126558000,126559000,1009826,False
chr3,168341000,168342000,1329149,False
chr11,12570000,12571000,297312,False
chr11,56498000,56499000,324151,False
chr21,26331000,26332000,1158384,False
chrX,13289000,13290000,2067397,False
chr22,22989000,22990000,1181036,False
chr4,124486000,124487000,1437494,False
chr2,94698000,94699000,987446,False
chr11,6744000,6745000,292375,False
chr12,66086000,66087000,435236,False
chrX,20287000,20288000,2072212,False
chr1,34878000,34879000,29931,False
chr7,70289000,70290000,1795782,False
chr14,31760000,31761000,568401,False
chr8,56592000,56593000,1904871,False
chr17,43091000,43092000,782904,False
chr13,97237000,97238000,546002,False
chr2,173019000,173020000,1044033,False
chr7,36323000,36324000,1774441,False
chr13,54355000,54356000,517333,False
chr5,131391000,131392000,1576023,False
chr5,93109000,93110000,1548526,False
chr6,28564000,28565000,1640319,False
chr2,20089000,20090000,933914,False
chr5,17987000,17988000,1496511,False
chr4,8687000,8688000,1361491,False
chr7,29330000,29331000,1768773,False
chr10,33950000,33951000,212122,False
chr9,96488000,96489000,2024646,False
chrX,19830000,19831000,2071865,False
chr2,191784000,191785000,1058511,False
chr20,51037000,51038000,1137890,False
chr3,47565000,47566000,1241938,False
chr18,74935000,74936000,868094,False
chr13,32500000,32501000,500192,False
chr3,75545000,75546000,1264283,False
chr16,68416000,68417000,732666,False
chr3,17159000,17160000,1218578,False
chr11,76636000,76637000,341301,False
chr6,31725000,31726000,1642971,False
chr13,75064000,75065000,530293,False
chr20,39699000,39700000,1127919,False
chr9,19555000,19556000,1986761,False
chr8,142639000,142640000,1970877,False
chr4,108358000,108359000,1426352,False
chr11,76302000,76303000,341004,False
chr2,239537000,239538000,1096278,False
chr16,56206000,56207000,724173,False
chr17,50781000,50782000,789569,False
chr3,83169000,83170000,1268835,False
chr16,12166000,12167000,700663,True
chr20,24681000,24682000,1118301,False
chr1,22572000,22573000,18891,False
chr3,36502000,36503000,1232557,False
chr10,18868000,18869000,199805,False
chr8,11869000,11870000,1873180,False
chr22,25741000,25742000,1183446,False
chr2,194713000,194714000,1060246,False
chr8,141050000,141051000,1969412,False
chr1,45178000,45179000,39145,False
chr15,38725000,38726000,638078,True
chr2,196108000,196109000,1061229,False
chr3,161699000,161700000,1325098,False
chr12,83427000,83428000,448381,False
chr13,21105000,21106000,490934,False
chr19,18539000,18540000,888529,False
chr7,5320000,5321000,1750050,False
chr1,7613000,7614000,5929,False
chrX,50141000,50142000,2088486,False
chr10,127975000,127976000,282566,False
chr8,27186000,27187000,1884569,False
chr4,172692000,172693000,1469843,False
chr4,38635000,38636000,1380691,False
chr3,1105000,1106000,1205985,False
chr4,168815000,168816000,1467373,False
chrX,130348000,130349000,2122519,False
chr3,97459000,97460000,1274897,False
chr5,118800000,118801000,1566658,False
chr3,124689000,124690000,1295186,True
chr1,10823000,10824000,8893,False
chr15,52014000,52015000,648821,False
chr7,123759000,123760000,1836545,False
chr14,26343000,26344000,564822,False
chr16,68066000,68067000,732340,False
chr11,121081000,121082000,374182,False
chr12,104738000,104739000,464722,False
chr17,5815000,5816000,755963,False
chr8,74175000,74176000,1918251,False
chr3,44004000,44005000,1238820,False
chr9,134602000,134603000,2055993,False
chr20,55402000,55403000,1141605,False
chr11,110007000,110008000,364839,False
chr6,122578000,122579000,1706391,False
chr2,160396000,160397000,1034346,False
chr1,177068000,177069000,124442,False
chr5,57864000,57865000,1522564,False
chr18,28849000,28850000,835716,False
chr11,89405000,89406000,350562,False
chr17,8867000,8868000,758593,False
chr6,131100000,131101000,1712655,False
chr18,77605000,77606000,870199,False
chr4,35161000,35162000,1378355,False
chr16,17526000,17527000,704703,False
chr2,190822000,190823000,1057654,False
chr10,3600000,3601000,187018,False
chr5,41788000,41789000,1513747,False
chr10,64766000,64767000,231669,False
chr6,149138000,149139000,1727530,False
chr14,93862000,93863000,615648,False
chr10,14832000,14833000,196433,False
chr20,38384000,38385000,1126852,False
chr3,54612000,54613000,1247914,False
chrX,68495000,68496000,2094382,False
chr7,80536000,80537000,1803430,False
chr1,115900000,115901000,94579,False
chr14,53679000,53680000,583750,False
chr1,5594000,5595000,4130,False
chr17,64113000,64114000,800512,False
chr1,37860000,37861000,32543,True
chr13,78388000,78389000,532949,False
chr11,16925000,16926000,300759,False
chr13,26295000,26296000,495003,False
chr8,106719000,106720000,1942824,False
chr3,68739000,68740000,1259088,False
chr1,24544000,24545000,20715,False
chr7,132541000,132542000,1843584,False
chr5,103200000,103201000,1555669,False
chr6,30332000,30333000,1641734,False
chr14,22812000,22813000,562263,False
chr4,24624000,24625000,1371954,False
chr5,109584000,109585000,1560059,False
chr3,21439000,21440000,1221558,False
chr12,1939000,1940000,386932,False
chr21,18514000,18515000,1153763,False
chr4,140230000,140231000,1447494,False
chr18,56339000,56340000,855184,False
chr20,41102000,41103000,1129041,False
chr17,69595000,69596000,805450,False
chr16,30464000,30465000,714272,False
chr9,34567000,34568000,1996299,False
chr16,66041000,66042000,730485,False
chr2,186239000,186240000,1054082,False
chr5,138036000,138037000,1581762,True
chr1,70551000,70552000,60333,False
chr1,70963000,70964000,60632,False
chr6,99559000,99560000,1689375,False
chr11,80388000,80389000,344465,False
chr5,61834000,61835000,1525754,False
chrX,107797000,107798000,2111042,False
chr14,75623000,75624000,602178,False
chr6,137734000,137735000,1718270,False
chr12,72947000,72948000,440865,False
chr3,49151000,49152000,1243327,False
chr8,129934000,129935000,1960764,False
chr18,73248000,73249000,866810,False
chr3,69073000,69074000,1259331,False
chr1,194826000,194827000,138421,False
chr12,114963000,114964000,473714,False
chr15,99703000,99704000,688696,True
chr16,29323000,29324000,713461,True
chr15,70300000,70301000,664301,False
chr4,134773000,134774000,1443732,False
chr3,122410000,122411000,1293164,False
chr20,40722000,40723000,1128703,False
chr16,52832000,52833000,721372,False
chr3,48412000,48413000,1242696,False
chr6,25479000,25480000,1637835,False
chr5,62572000,62573000,1526386,False
chr6,127917000,127918000,1710144,False
chr1,190436000,190437000,135272,True
chr3,11818000,11819000,1213829,False
chr7,121836000,121837000,1835071,False
chr3,151457000,151458000,1316788,False
chrX,147870000,147871000,2130729,False
chr11,64369000,64370000,330337,False
chr4,14261000,14262000,1365028,False
chr19,49138000,49139000,910586,False
chrX,43743000,43744000,2084405,False
chr12,77020000,77021000,443730,False
chr9,99053000,99054000,2026880,False
chr15,68483000,68484000,662618,False
chr19,51000000,51001000,912239,False
chr12,124003000,124004000,481664,True
chr21,28899000,28900000,1160251,False
chr4,236000,237000,1354119,False
chr12,22295000,22296000,402906,False
chr3,51629000,51630000,1245369,False
chr14,41725000,41726000,575868,False
chr2,118252000,118253000,1003982,False
chr4,161554000,161555000,1462870,False
chr16,63876000,63877000,729070,False
chr9,126092000,126093000,2048128,False
chr22,31691000,31692000,1188708,False
chr1,214315000,214316000,155006,False
chr10,44112000,44113000,217108,False
chr3,13005000,13006000,1214875,False
chr5,59423000,59424000,1523832,False
chr6,141476000,141477000,1721412,False
chr6,1280000,1281000,1616865,False
chr2,61955000,61956000,966832,False
chr8,92957000,92958000,1931203,False
chr3,30503000,30504000,1227994,False
chr9,109722000,109723000,2034676,False
chr20,61552000,61553000,1146807,False
chr15,53961000,53962000,650263,False
chr14,99106000,99107000,619951,False
chr3,62297000,62298000,1254196,False
chr7,112873000,112874000,1828494,False
chr1,198471000,198472000,141053,True
chr12,129900000,129901000,486178,False
chr4,156297000,156298000,1459464,False
chr18,23929000,23930000,832032,False
chr9,6367000,6368000,1977883,False
chr12,82219000,82220000,447494,False
chr10,36118000,36119000,214046,False
chr4,183519000,183520000,1477110,False
chr20,31618000,31619000,1120615,False
chr18,25282000,25283000,833182,False
chr3,46372000,46373000,1240878,True
chr6,118616000,118617000,1703611,False
chr7,94553000,94554000,1813689,False
chr5,28016000,28017000,1502831,False
chr4,92885000,92886000,1415879,False
chrX,74683000,74684000,2098055,False
chr3,50170000,50171000,1244200,False
chr17,36088000,36089000,777085,False
chr16,31466000,31467000,715156,False
chr13,39368000,39369000,505333,False
chr17,30212000,30213000,772135,True
chr20,36863000,36864000,1125445,True
chr11,56502000,56503000,324154,False
chr6,62207000,62208000,1665343,False
chr20,49218000,49219000,1136163,False
chr7,148149000,148150000,1855741,False
chr19,36797000,36798000,900033,False
chr11,21105000,21106000,304086,False
chr2,165700000,165701000,1038090,False
chr1,114585000,114586000,93462,False
chr2,7768000,7769000,924019,False
chr20,31912000,31913000,1120889,False
chr17,73566000,73567000,808783,False
chr8,58509000,58510000,1906314,False
chr12,70759000,70760000,439272,False
chr15,39296000,39297000,638526,False
chr8,81358000,81359000,1923446,False
chr2,78201000,78202000,979943,False
chr18,62205000,62206000,859846,False
chr2,163956000,163957000,1036834,False
chr2,134238000,134239000,1015379,False
chr7,37142000,37143000,1775157,False
chr3,172605000,172606000,1332834,False
chr7,68861000,68862000,1794579,False
chr6,65057000,65058000,1667043,False
chr7,25533000,25534000,1765319,False
chr14,103449000,103450000,623905,False
chr7,11766000,11767000,1754621,False
chr15,34437000,34438000,635014,True
chr15,90268000,90269000,681077,False
chr10,132907000,132908000,286561,False
chrX,111357000,111358000,2113088,False
chr7,155400000,155401000,1861736,False
chr20,52262000,52263000,1139033,False
chr4,48923000,48924000,1387691,False
chr10,65886000,65887000,232301,False
chr3,46378000,46379000,1240884,True
chr3,99696000,99697000,1276457,False
chr12,72171000,72172000,440379,False
chr19,57001000,57002000,916904,False
chr11,1403000,1404000,288353,False
chr5,118060000,118061000,1566207,False
chr9,7770000,7771000,1978967,False
chr19,39831000,39832000,902558,False
chr4,141148000,141149000,1448212,False
chr18,60336000,60337000,858575,False
chr2,216203000,216204000,1076795,False
chr2,166385000,166386000,1038578,False
chr7,157511000,157512000,1863629,False
chr7,127576000,127577000,1839046,False
chr2,140504000,140505000,1019805,False
chr7,87851000,87852000,1808769,False
chr6,9615000,9616000,1624147,False
chr1,69418000,69419000,59466,False
chrX,47373000,47374000,2086839,False
chr1,115411000,115412000,94152,False
chr8,6881000,6882000,1869647,False
chr1,200496000,200497000,142759,False
chr9,128273000,128274000,2050140,False
chr9,130416000,130417000,2052116,False
chr2,82023000,82024000,982021,True
chr15,49354000,49355000,646591,False
chr5,17347000,17348000,1496056,True
chr10,34688000,34689000,212804,False
chr11,23472000,23473000,305391,False
chr14,31626000,31627000,568296,False
chr2,41198000,41199000,950864,False
chr2,167059000,167060000,1038960,False
chrX,63904000,63905000,2092393,False
chr12,9884000,9885000,393562,False
chr12,123565000,123566000,481268,False
chr7,9280000,9281000,1753133,False
chr11,44249000,44250000,319259,False
chr4,105332000,105333000,1424123,False
chr10,69318000,69319000,234811,False
chr7,103069000,103070000,1820732,False
chrX,21275000,21276000,2072692,False
chr1,4519000,4520000,3369,False
chr5,139885000,139886000,1583471,False
chr14,41927000,41928000,575964,False
chr9,12061000,12062000,1981109,False
chr9,77690000,77691000,2009225,False
chr6,107638000,107639000,1694969,False
chr20,13649000,13650000,1109515,False
chr1,147975000,147976000,100836,False
chr2,199751000,199752000,1064033,False
chr10,19301000,19302000,200058,False
chrX,133651000,133652000,2124571,False
chr7,152006000,152007000,1859108,False
chr5,169220000,169221000,1605481,False
chr3,171789000,171790000,1332067,True
